Business Name,City,State,ZIP,ZIP 4,Key Executive,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,County Name,County Population,Metro Area,Latitude,Longitude,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,NAICS,NAICS Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Business Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,Franchise Type
Publix Super Market,Palm Harbor,FL,34685,2428,,,125,"190,000","$23,755,625 ",Pinellas,"50,000 to 99,999",Tampa-St. Petersburg-Clearwate,28.062031,-82.708922,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23755625,23755625,23755625,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Tampa,FL,33604,6855,Manager,Male,125,"190,000","$23,755,625 ",Hillsborough,"250,000 to 499,999",Tampa-St. Petersburg-Clearwate,28.001968,-82.450639,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23755625,23755625,23755625,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Clearwater Beach,FL,33767,2228,Manager,Male,125,"190,000","$23,755,625 ",Pinellas,"Up to 24,999",Tampa-St. Petersburg-Clearwate,27.978871,-82.817362,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23755625,23755625,23755625,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Super 1 Foods,Pineville,LA,71360,4389,Executive Officer,Male,143,"13,750","$23,729,534 ",Rapides,"Up to 24,999","Alexandria, LA",31.35539,-92.41603,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.super1foods.com,No,,100,23729534,23729534,23729534,0,0,143,143,143,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Ormond Beach,FL,32174,9165,Office Manager,Male,130,"190,000","$23,660,507 ",Volusia,"25,000 to 49,999",Deltona-Daytona Beach-Ormond B,29.255254,-81.11067,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23660507,23660507,23660507,0,0,130,130,130,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Ormond Beach,FL,32174,5124,Manager,Unknown,130,"190,000","$23,660,507 ",Volusia,"25,000 to 49,999",Deltona-Daytona Beach-Ormond B,29.2826298,-81.0835841,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23660507,23660507,23660507,0,0,130,130,130,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Ormond Beach,FL,32174,2849,Manager,Male,130,"190,000","$23,660,507 ",Volusia,"25,000 to 49,999",Deltona-Daytona Beach-Ormond B,29.401957,-81.148398,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23660507,23660507,23660507,0,0,130,130,130,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Venice,FL,34285,2927,Manager,Male,125,"190,000","$23,586,113 ",Sarasota,"Up to 24,999","North Port-Sarasota-Bradenton,",27.09161162,-82.44416364,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23586113,23586113,23586113,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Palm City,FL,34990,3373,Manager,Male,129,"190,000","$23,559,812 ",Martin,"Up to 24,999","Port St. Lucie, FL",27.1623367,-80.27115,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23559812,23559812,23559812,0,0,129,129,129,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Palm City,FL,34990,6019,Manager,Female,129,"190,000","$23,559,812 ",Martin,"Up to 24,999","Port St. Lucie, FL",27.171287,-80.290617,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23559812,23559812,23559812,0,0,129,129,129,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Dothan,AL,36305,9421,Manager,Female,149,"190,000","$23,555,514 ",Houston,"50,000 to 99,999","Dothan, AL",31.239459,-85.462145,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,2012,97,23555514,23555514,23555514,0,0,149,149,149,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Greensboro,GA,30642,6434,Manager,Male,150,"190,000","$23,475,810 ",Greene,"Up to 24,999",,33.45609,-83.244966,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23475810,23475810,23475810,0,0,150,150,150,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Sebring,FL,33870,1691,,,150,"190,000","$23,475,810 ",Highlands,"Up to 24,999","Sebring-Avon Park, FL",27.5165706,-81.4951071,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23475810,23475810,23475810,0,0,150,150,150,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Jewel-Osco,Chicago Heights,IL,60411,5421,Executive Officer,Male,220,"27,647","$23,361,800 ",Cook,"25,000 to 49,999","Chicago-Naperville-Elgin, IL-I",41.4791938,-87.6378837,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,23361800,40564580,40564580,-42.41,-42.41,220,200,200,10,10,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco,Schaumburg,IL,60194,3887,Manager,Female,220,"27,647","$23,361,800 ",Cook,"50,000 to 99,999","Chicago-Naperville-Elgin, IL-I",42.0235088,-88.1428835,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,23361800,44621038,44621038,-47.64,-47.64,220,220,220,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Publix Super Market,Albany,GA,31707,1673,Manager,Male,150,"190,000","$23,315,370 ",Dougherty,"50,000 to 99,999","Albany, GA",31.62101,-84.22344,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,23315370,23315370,23315370,0,0,150,150,150,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Perfection Pet Foods LLC,Visalia,CA,93291,9454,Owner,Male,130,,"$23,067,720 ",Tulare,"100,000 to 249,999","Visalia, CA",36.338778,-119.409975,Pet Food & Supply Stores,,,Yes,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,25 to 99,Private,No,"10,000 to 49,999",www.perfectionpetfoods.com,No,2011,97,23067720,2306772,2306772,900,900,130,13,13,900,900,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Winn-Dixie,Saint Petersburg,FL,33713,,Executive Officer,Unknown,121,"48,301","$22,995,445 ",Pinellas,"100,000 to 249,999",Tampa-St. Petersburg-Clearwate,27.80244261,-82.66334382,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.winndixie.com,No,,100,22995445,22995445,22995445,0,0,121,121,121,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Winn-Dixie,Tampa,FL,33612,6277,Executive Officer,Unknown,121,"48,301","$22,995,445 ",Hillsborough,"250,000 to 499,999",Tampa-St. Petersburg-Clearwate,28.056045,-82.428632,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.winndixie.com,No,,100,22995445,22995445,22995445,0,0,121,121,121,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Food Lion,Petersburg,VA,23803,2573,Manager,Female,125,"61,209","$22,931,938 ",Chesterfield,"25,000 to 49,999","Richmond, VA",37.240506,-77.431828,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.foodlion.com,No,,100,22931938,22931938,22931938,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Food Lion,Petersburg,VA,23803,6571,,,125,"61,209","$22,931,938 ",Dinwiddie,"25,000 to 49,999","Richmond, VA",37.212606,-77.45831,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.foodlion.com,No,,100,22931938,22931938,22931938,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Food Lion,Chester,VA,23831,1104,Executive Officer,Male,125,"61,209","$22,931,938 ",Chesterfield,"Up to 24,999","Richmond, VA",37.3843598,-77.4507628,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.foodlion.com,No,,100,22931938,22931938,22931938,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Food Lion,Chester,VA,23831,2345,Manager,Male,125,"61,209","$22,931,938 ",Chesterfield,"Up to 24,999","Richmond, VA",37.3602811,-77.4177587,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.foodlion.com,No,,100,22931938,22931938,22931938,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Jacksonville,FL,32256,8103,Manager,Female,125,"190,000","$22,905,675 ",Duval,"500,000 or more","Jacksonville, FL",30.2196875,-81.5529359,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,22905675,22905675,22905675,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Super 1 Foods,Alexandria,LA,71303,3161,Executive Officer,Unknown,138,"13,750","$22,899,830 ",Rapides,"25,000 to 49,999","Alexandria, LA",31.29691,-92.48089,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.super1foods.com,No,,100,22899830,22899830,17384688,0,31.72,138,138,138,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Winn-Dixie Liquor Store,Spring Hill,FL,34608,5093,,,120,"48,301","$22,805,400 ",Hernando,"50,000 to 99,999",Tampa-St. Petersburg-Clearwate,28.460283,-82.541747,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.winndixie.com,No,2015,94,22805400,22805400,22805400,0,0,120,120,120,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Publix Super Market,Gainesville,FL,32609,5910,Manager,Female,125,"190,000","$22,803,013 ",Alachua,"100,000 to 249,999","Gainesville, FL",29.686626,-82.339479,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,22803013,22803013,22803013,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Dacula,GA,30019,4648,Manager,Male,125,"190,000","$22,671,700 ",Gwinnett,"Up to 24,999",Atlanta-Sandy Springs-Alpharet,34.0737722,-83.9156876,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,22671700,22671700,22671700,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Dacula,GA,30019,5434,Manager,Male,125,"190,000","$22,671,700 ",Gwinnett,"Up to 24,999",Atlanta-Sandy Springs-Alpharet,34.031172,-83.886978,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,22671700,22671700,22671700,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
H-E-B Foods,San Marcos,TX,78666,5615,Executive Officer,Male,120,"45,000","$22,617,456 ",Hays,"25,000 to 49,999","Austin-Round Rock-Georgetown, ",29.8834355,-97.9433633,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.heb.com,No,2000,100,22617456,22617456,5654364,0,300,120,120,30,0,300,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Super Stop & Shop,Haskell,NJ,7420,1525,,,100,"61,000","$22,581,930 ",Passaic,"Up to 24,999","New York-Newark-Jersey City, N",41.0182983,-74.298539,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.stopandshop.com,No,,100,22581930,22581930,2258193,0,900,100,100,10,0,900,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Save-A-Lot,Roxbury,MA,2119,1868,Manager,Male,107,"23,000","$22,445,957 ",Suffolk,"500,000 or more","Boston-Cambridge-Newton, MA-NH",42.318573,-71.082889,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.save-a-lot.com,No,2013,97,22445957,22445957,22445957,0,0,107,107,107,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",True Franchise
Publix Super Market,Orlando,FL,32803,,Manager,Male,120,"190,000","$22,427,220 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.55300287,-81.36267,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,22427220,22427220,22427220,0,0,120,120,120,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Jewel-Osco,Westchester,IL,60154,4339,Office Manager,Female,210,"27,647","$22,299,900 ",Cook,"Up to 24,999","Chicago-Naperville-Elgin, IL-I",41.8492235,-87.8839007,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,22299900,42592809,42592809,-47.64,-47.64,210,210,210,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Publix Super Market,Haines City,FL,33844,5047,Office Manager,Male,125,"190,000","$22,241,950 ",Polk,"Up to 24,999","Lakeland-Winter Haven, FL",28.10539,-81.638526,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,22241950,22241950,22241950,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Winn-Dixie,Clearwater,FL,33761,4173,,,117,"48,301","$22,235,265 ",Pinellas,"100,000 to 249,999",Tampa-St. Petersburg-Clearwate,28.013465,-82.70866467,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.winndixie.com,No,,100,22235265,22235265,22235265,0,0,117,117,117,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Safeway,Sunnyvale,CA,94087,1020,Manager,Male,99,"46,073","$22,229,420 ",Santa Clara,"100,000 to 249,999",San Jose-Sunnyvale-Santa Clara,37.372526,-122.0580342,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.safeway.com,No,,92,22229420,22229420,22229420,0,0,99,99,99,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
H-E-B Food Store,Aransas Pass,TX,78336,1919,Manager,Female,125,,"$22,132,125 ",San Patricio,"Up to 24,999","Corpus Christi, TX",27.90172823,-97.14517136,Grocery Stores,,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.heb.com,No,,97,22132125,22132125,22132125,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Publix Super Market,Boynton Beach,FL,33436,1406,Manager,Unknown,110,"190,000","$22,047,894 ",Palm Beach,"50,000 to 99,999",Miami-Fort Lauderdale-Pompano ,26.554049,-80.121354,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,22047894,22047894,22047894,0,0,110,110,110,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Boynton Beach,FL,33436,7207,,,110,"190,000","$22,047,894 ",Palm Beach,"50,000 to 99,999",Miami-Fort Lauderdale-Pompano ,26.512667,-80.121338,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,22047894,22047894,22047894,0,0,110,110,110,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Gepgo,Cleveland,OH,44129,1243,,,249,"36,000","$21,979,230 ",Cuyahoga,"250,000 to 499,999","Cleveland-Elyria, OH",41.4194693,-81.733504,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,Yes,"50,000 or more",,No,2011,97,21979230,21979230,41980329,0,-47.64,249,249,249,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Winn-Dixie,Fort Myers,FL,33913,8703,Manager,Female,121,"48,301","$21,920,783 ",Lee,"50,000 to 99,999","Cape Coral-Fort Myers, FL",26.611155,-81.783434,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.winndixie.com,No,,100,21920783,21920783,21920783,0,0,121,121,121,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Ralphs,Indio,CA,92201,9720,Executive Officer,Male,143,"36,500","$21,908,601 ",Riverside,"50,000 to 99,999",Riverside-San Bernardino-Ontar,33.687179,-116.267514,Delicatessens,Branch,,No,5812020,Delicatessens,722513,Limited-Service Restaurants,No,25 to 99,Public,Yes,"10,000 to 49,999",www.ralphs.com,No,,100,21908601,28858916,28858916,-24.08,-24.08,143,143,143,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Food Lion,Raleigh,NC,27603,5631,Executive Officer,Female,120,"61,209","$21,865,680 ",Wake,"250,000 to 499,999","Raleigh-Cary, NC",35.6647505,-78.6973607,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.foodlion.com,No,,100,21865680,21865680,21865680,0,0,120,120,120,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Food Lion,Raleigh,NC,27603,5861,Manager,Male,120,"61,209","$21,865,680 ",Wake,"250,000 to 499,999","Raleigh-Cary, NC",35.744079,-78.680297,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.foodlion.com,No,,100,21865680,21865680,21865680,0,0,120,120,120,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Food Lion,Wake Forest,NC,27587,7488,Manager,Male,120,"61,209","$21,865,680 ",Wake,"25,000 to 49,999","Raleigh-Cary, NC",35.99421,-78.52643,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.foodlion.com,No,,100,21865680,21865680,21865680,0,0,120,120,120,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
